All Insites,Accident Date,Month,Year,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901BS70139,3/24/2021,March,2021,Tuesday,Give way or uncontrolled,Crossroads,Serious,51.491834,Darkness - lights lit,Kensington and Chelsea,None,-0.164844,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,22:22,Urban,Raining no high winds,Car
200901BS70140,3/24/2021,March,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491921,Daylight,Kensington and Chelsea,None,-0.158934,1,1,Metropolitan Police,Dry,Single carriageway,30,14:12,Urban,Fine no high winds,Motorcycle 125cc and under
200901BS70141,3/24/2021,March,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.520593,Daylight,Kensington and Chelsea,None,-0.210247,1,1,Metropolitan Police,Dry,Single carriageway,30,7:53,Urban,Fine no high winds,Car
200901BS70142,3/21/2021,March,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.486624,Daylight,Kensington and Chelsea,None,-0.170958,1,2,Metropolitan Police,Dry,Single carriageway,30,9:50,Urban,Fine no high winds,Car
200901BS70143,3/25/2021,March,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516402,Daylight,Kensington and Chelsea,None,-0.218482,1,2,Metropolitan Police,Dry,Single carriageway,30,15:50,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901BS70144,3/27/2021,March,2021,Friday,Auto traffic signal,Crossroads,Slight,51.489535,Darkness - lights lit,Kensington and Chelsea,None,-0.155861,1,2,Metropolitan Police,Dry,Single carriageway,30,20:15,Urban,Fine no high winds,Car
200901BS70145,3/28/2021,March,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.489744,Daylight,Kensington and Chelsea,None,-0.175011,1,1,Metropolitan Police,Dry,Single carriageway,30,12:40,Urban,Fine no high winds,Car
200901BS70146,3/27/2021,March,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.49266,Daylight,Kensington and Chelsea,None,-0.160201,1,1,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car
200901BS70147,3/28/2021,March,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.506957,Daylight,Kensington and Chelsea,None,-0.194786,1,1,Metropolitan Police,Dry,Single carriageway,30,5:30,Urban,Fine no high winds,Car
200901BS70148,3/28/2021,March,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.493541,Daylight,Kensington and Chelsea,None,-0.182062,1,1,Metropolitan Police,Dry,Single carriageway,30,6:30,Urban,Fine no high winds,Car
200901BS70149,3/28/2021,March,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486183,Daylight,Kensington and Chelsea,None,-0.183075,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,17:21,Urban,Raining no high winds,Car
200901BS70150,3/18/2021,March,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.497815,Darkness - lights lit,Kensington and Chelsea,None,-0.202639,1,2,Metropolitan Police,Dry,Single carriageway,30,19:49,Urban,Fine no high winds,Car
200901BS70151,3/28/2021,March,2021,Saturday,Give way or uncontrolled,More than 4 arms (not roundabout),Slight,51.502755,Daylight,Kensington and Chelsea,None,-0.196393,2,4,Metropolitan Police,Wet or damp,Single carriageway,30,16:35,Urban,Fine no high winds,Car
200901BS70152,3/24/2021,March,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.487635,Daylight,Kensington and Chelsea,None,-0.17812,1,2,Metropolitan Police,Dry,Single carriageway,30,7:55,Urban,Fine no high winds,Car
200901BS70153,3/30/2021,March,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.498814,Daylight,Kensington and Chelsea,None,-0.179979,1,1,Metropolitan Police,Dry,Single carriageway,30,19:35,Urban,Fine no high winds,Car
200901BS70154,3/13/2021,March,2021,Friday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.501571,Daylight,Westminster,None,-0.160706,1,2,Metropolitan Police,Dry,Single carriageway,30,15:00,Urban,Fine no high winds,Motorcycle over 500cc
200901BS70155,4/1/2021,April,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.493723,Daylight,Kensington and Chelsea,None,-0.182199,1,1,Metropolitan Police,Dry,Single carriageway,30,8:59,Urban,Fine no high winds,Car
200901BS70156,3/31/2021,March,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482582,Daylight,Kensington and Chelsea,None,-0.171264,1,2,Metropolitan Police,Dry,Single carriageway,30,7:15,Urban,Fine no high winds,Car
200901BS70157,3/31/2021,March,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.506189,Daylight,Kensington and Chelsea,None,-0.209226,1,1,Metropolitan Police,Dry,Single carriageway,30,16:25,Urban,Fine no high winds,Car
200901BS70159,3/27/2021,March,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.482902,Daylight,Kensington and Chelsea,None,-0.186086,1,1,Metropolitan Police,Dry,Single carriageway,30,7:05,Urban,Fine no high winds,Car
200901BS70160,4/3/2021,April,2021,Friday,Auto traffic signal,T or staggered junction,Serious,51.513129,Daylight,Kensington and Chelsea,None,-0.204342,1,2,Metropolitan Police,Dry,Single carriageway,30,7:15,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901BS70161,4/6/2021,April,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.521038,Daylight,Kensington and Chelsea,None,-0.209941,1,1,Metropolitan Police,Dry,Single carriageway,30,14:25,Urban,Fine no high winds,Car
200901BS70163,4/3/2021,April,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.507137,Daylight,Kensington and Chelsea,None,-0.194779,1,1,Metropolitan Police,Dry,Single carriageway,30,16:40,Urban,Fine no high winds,Motorcycle over 500cc
200901BS70164,3/26/2021,March,2021,Thursday,Auto traffic signal,Roundabout,Slight,51.50467,Daylight,Hammersmith and Fulham,None,-0.21577,1,1,Metropolitan Police,Dry,Dual carriageway,30,7:30,Urban,Fine no high winds,Car
200901BS70165,3/22/2021,March,2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.492092,Darkness - lights lit,Kensington and Chelsea,None,-0.164113,1,2,Metropolitan Police,Dry,Single carriageway,30,19:05,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901BS70166,3/29/2021,March,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.487452,Daylight,Kensington and Chelsea,None,-0.195412,1,1,Metropolitan Police,Dry,Single carriageway,30,16:35,Urban,Fine no high winds,Car
200901BS70167,3/19/2021,March,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491921,Darkness - lights lit,Kensington and Chelsea,None,-0.158934,2,1,Metropolitan Police,Dry,Single carriageway,30,5:11,Urban,Fine no high winds,Car
200901BS70168,3/23/2021,March,2021,Monday,Give way or uncontrolled,Mini-roundabout,Slight,51.477465,Daylight,Kensington and Chelsea,None,-0.183422,1,2,Metropolitan Police,Dry,Single carriageway,30,8:10,Urban,Fine no high winds,Car
200901BS70169,3/25/2021,March,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.496607,Daylight,Kensington and Chelsea,None,-0.206,1,2,Metropolitan Police,Dry,Single carriageway,30,14:54,Urban,Fine no high winds,Car
200901BS70171,4/8/2021,April,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.494936,Daylight,Kensington and Chelsea,None,-0.185032,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Car
200901BS70172,4/1/2021,April,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.492747,Darkness - lights lit,Kensington and Chelsea,None,-0.200533,1,2,Metropolitan Police,Dry,One way street,30,0:45,Urban,Fine no high winds,Car
200901BS70173,3/26/2021,March,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.499127,Daylight,Kensington and Chelsea,None,-0.159652,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,10:10,Urban,Raining no high winds,Car
200901BS70174,3/28/2021,March,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.502269,Darkness - lights lit,Kensington and Chelsea,None,-0.188199,1,1,Metropolitan Police,Dry,Single carriageway,30,21:45,Urban,Fine no high winds,Car
200901BS70175,4/8/2021,April,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.488958,Daylight,Kensington and Chelsea,None,-0.164959,1,3,Metropolitan Police,Dry,Single carriageway,30,14:02,Urban,Fine no high winds,Motorcycle 125cc and under
200901BS70177,4/9/2021,April,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.500996,Daylight,Kensington and Chelsea,None,-0.193148,1,2,Metropolitan Police,Dry,Single carriageway,30,18:40,Urban,Fine no high winds,Car
200901BS70178,4/9/2021,April,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.496408,Daylight,Kensington and Chelsea,None,-0.169846,1,2,Metropolitan Police,Dry,Dual carriageway,30,9:15,Urban,Fine no high winds,Car
200901BS70179,4/12/2021,April,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.494692,Daylight,Kensington and Chelsea,None,-0.192533,3,2,Metropolitan Police,Dry,Single carriageway,30,15:22,Urban,Fine no high winds,Car
200901BS70180,4/12/2021,April,2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.490626,Daylight,Kensington and Chelsea,None,-0.191253,1,1,Metropolitan Police,Dry,One way street,30,15:50,Urban,Fine no high winds,Car
200901BS70181,4/10/2021,April,2021,Friday,Auto traffic signal,Crossroads,Slight,51.492931,Daylight,Kensington and Chelsea,None,-0.200814,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,14:51,Urban,Raining no high winds,Car
200901BS70184,4/15/2021,April,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.521682,Daylight,Kensington and Chelsea,None,-0.210925,1,1,Metropolitan Police,Dry,Single carriageway,30,15:45,Urban,Fine no high winds,Car
200901BS70185,4/15/2021,April,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.480112,Daylight,Kensington and Chelsea,None,-0.180148,1,1,Metropolitan Police,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car
200901BS70186,4/14/2021,April,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.490988,Daylight,Kensington and Chelsea,None,-0.197289,2,2,Metropolitan Police,Dry,One way street,30,13:20,Urban,Fine no high winds,Car
200901BS70187,4/17/2021,April,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.485441,Daylight,Kensington and Chelsea,None,-0.181664,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,9:30,Urban,Raining no high winds,Car
200901BS70189,4/20/2021,April,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.492645,Daylight,Kensington and Chelsea,None,-0.193911,1,1,Metropolitan Police,Dry,Single carriageway,30,15:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901BS70190,1/28/2021,January,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.499915,Daylight,Kensington and Chelsea,None,-0.210625,1,2,Metropolitan Police,Dry,Single carriageway,30,13:30,Urban,Fine no high winds,Other vehicle
200901BS70191,4/20/2021,April,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.477831,Daylight,Kensington and Chelsea,None,-0.183839,1,2,Metropolitan Police,Dry,Single carriageway,30,17:10,Urban,Fine no high winds,Car
200901BS70192,4/22/2021,April,2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.508817,Daylight,Kensington and Chelsea,None,-0.210564,1,2,Metropolitan Police,Dry,Single carriageway,30,9:48,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901BS70193,4/16/2021,April,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.48106,Daylight,Kensington and Chelsea,None,-0.183279,1,2,Metropolitan Police,Dry,Single carriageway,30,8:12,Urban,Fine no high winds,Car
200901BS70194,4/22/2021,April,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.498242,Daylight,Kensington and Chelsea,None,-0.201181,1,2,Metropolitan Police,Dry,Single carriageway,30,12:45,Urban,Fine no high winds,Car
200901BS70195,4/20/2021,April,2021,Monday,Auto traffic signal,Crossroads,Serious,51.489354,Daylight,Kensington and Chelsea,None,-0.19044,1,2,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901BS70196,4/22/2021,April,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.501365,Daylight,Kensington and Chelsea,None,-0.19371,1,1,Metropolitan Police,Dry,Single carriageway,30,10:40,Urban,Fine no high winds,Car
200901BS70197,4/25/2021,April,2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.495197,Daylight,Kensington and Chelsea,None,-0.196115,1,2,Metropolitan Police,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
200901BS70198,4/26/2021,April,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.481664,Daylight,Kensington and Chelsea,None,-0.187431,4,2,Metropolitan Police,Dry,Single carriageway,30,13:51,Urban,Fine no high winds,Car
200901BS70199,4/23/2021,April,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.497127,Daylight,Kensington and Chelsea,None,-0.204683,1,2,Metropolitan Police,Dry,Single carriageway,30,15:50,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901BS70200,4/24/2021,April,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.481577,Daylight,Kensington and Chelsea,None,-0.176057,1,2,Metropolitan Police,Dry,Single carriageway,30,7:25,Urban,Fine no high winds,Car
200901BS70201,4/14/2021,April,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.495809,Daylight,Kensington and Chelsea,None,-0.171743,1,2,Metropolitan Police,Dry,Single carriageway,30,14:20,Urban,Fine no high winds,Car
200901BS70202,4/10/2021,April,2021,Friday,Auto traffic signal,Crossroads,Slight,51.481894,Daylight,Kensington and Chelsea,None,-0.173308,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,13:15,Urban,Raining no high winds,Car
200901BS70203,4/27/2021,April,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.506866,Daylight,Kensington and Chelsea,None,-0.206462,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,7:35,Urban,Fine no high winds,Motorcycle over 500cc
200901BS70204,4/27/2021,April,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.493777,Darkness - lights lit,Kensington and Chelsea,None,-0.174129,1,1,Metropolitan Police,Dry,Single carriageway,30,19:57,Urban,Fine no high winds,Car
200901BS70205,4/27/2021,April,2021,Monday,Auto traffic signal,Crossroads,Slight,51.495117,Daylight,Kensington and Chelsea,None,-0.1735,1,2,Metropolitan Police,Wet or damp,One way street,30,13:45,Urban,Raining no high winds,Goods over 3.5t. and under 7.5t
200901BS70206,4/26/2021,April,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.48342,Daylight,Kensington and Chelsea,None,-0.167342,2,2,Metropolitan Police,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Car
200901BS70207,4/29/2021,April,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.507464,Darkness - lights lit,Kensington and Chelsea,None,-0.204421,2,2,Metropolitan Police,Dry,Single carriageway,30,19:37,Urban,Fine no high winds,Car
200901BS70208,4/26/2021,April,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.514787,Daylight,Westminster,None,-0.195197,1,2,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,Car
200901BS70209,4/30/2021,April,2021,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.49387,Daylight,Kensington and Chelsea,None,-0.17427,1,1,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,Car
200901BS70210,3/30/2021,March,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.504753,Daylight,Kensington and Chelsea,None,-0.215334,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:25,Urban,Fine no high winds,Car
200901BS70211,4/30/2021,April,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.483409,Daylight,Kensington and Chelsea,None,-0.166622,1,2,Metropolitan Police,Dry,Single carriageway,30,9:30,Urban,Fine no high winds,Car
200901BS70212,5/3/2021,May,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.480027,Daylight,Kensington and Chelsea,None,-0.18044,1,3,Metropolitan Police,Dry,Single carriageway,30,17:58,Urban,Fine no high winds,Car
200901BS70213,4/8/2021,April,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.495356,Darkness - lights lit,Kensington and Chelsea,None,-0.183143,1,1,Metropolitan Police,Dry,Single carriageway,30,20:25,Urban,Fine no high winds,Car
200901BS70214,5/1/2021,May,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.508632,Daylight,Kensington and Chelsea,None,-0.198466,1,1,Metropolitan Police,Dry,Dual carriageway,30,14:35,Urban,Fine no high winds,Car
200901BS70216,4/22/2021,April,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.493759,Daylight,Kensington and Chelsea,None,-0.17874,1,2,Metropolitan Police,Dry,Dual carriageway,30,19:00,Urban,Fine no high winds,Car
